Mapping column {0} to field {1},正在映射列{0}到字段{1},
Margin Bottom,下边距,
Margin Left,左边距,
Margin Right,右边距,
Margin Top,上边距,
MariaDB Variables,MariaDB变量,
Mark all as read,全部标记为已读,
Mark as Read,标记为已读,
Mark as Spam,标记为垃圾邮件,
Mark as Unread,标记为未读,
Markdown,Markdown,
Markdown Editor,Markdown编辑器,
Marked As Spam,已标记为垃圾信息,
Marketing Manager,市场营销经理,
Mask,掩码,
Master,主表,
Max 500 records at a time,每次最多处理500条记录,
Max Attachments,最大附件数,
Max File Size (MB),最大文件大小(MB),
Max Height,最大高度,
Max Length,最大长度,
Max Report Rows,最大报告行数,
Max Value,最大值,
Max attachment size,最大附件尺寸,
Max auto email report per user,每用户最大自动邮件报告数,
Max signups allowed per hour,每小时允许的最大注册数,
Max width for type Currency is 100px in row {0},行{0}中，货币类型的最大宽度是100像素,
Maximum,最大值,
Maximum Attachment Limit of {0} has been reached for {1} {2}.,{1} {2} 已达到{0}的最大附件限制,
Maximum attachment limit of {0} has been reached.,已达到{0}的最大附件限制,
Maximum {0} rows allowed,仅允许最多{0}行,
Maybe,可能,
Me,我,
Meaning of Different Permission Types,不同权限类型的含义,
Medium,媒介,
Meeting,会议,
Meets Condition?,满足条件？,
Memory Usage,内存使用量,
Memory Usage in MB,内存使用量（MB）,
Mention,@提及,
Mentions,提及,
Menu,菜单,
Merge with existing,与现有项合并,
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,只有组和组，叶节点和叶节点之间能合并,
Message,消息,
Message Examples,消息示例,
Message ID,消息ID,
Message Parameter,消息参数,
Message Sent,消息已发送,
Message Type,消息类型,
Message clipped,邮件被剪辑,
Message from server: {0},服务器消息：{0},
Message not setup,消息未设置,
Message to be displayed on successful completion,成功完成后显示的消息,
Message-id,消息ID,
Messages,消息集,
Messaging CRM Campaign,消息 CRM 营销活动,
Meta,元数据,
Meta Description,元描述,
Meta Image,元图片,
Meta Tags,元标签,
Meta Title,元标题,
Meta description,元描述,
Meta image,元图像,
Meta title,元标题,
Meta title for SEO,SEO元标题,
Metadata,元数据,
Method,方法,
Method Not Allowed,方法不可调用,
Method is required to create a number card,创建数字卡片需指定方法,
Mid Center,中中,
Middle Name,中间名,
Milestone,里程碑,
Milestone Tracker,里程碑跟踪器,
Minimum,最小值,
Minimum Password Score,密码最低强度,
Minor,次要,
Minutes,会议记录,Duration
Minutes After,分钟后,
Minutes Before,分钟前,
Minutes Offset,分钟偏移量,
Misconfigured,配置错误,
Miss,女士,
Missing DocType,缺失文档类型,
Missing Field,缺少字段,
Missing Fields,缺少字段,
Missing Filters Required,请维护过滤条件,
Missing Permission,缺少权限,
Missing Value,缺失值,
Missing Values Required,必填字段信息缺失,
Mobile,手机号,
Mobile No,手机号,
Modal Trigger,模态框触发器,
Module,模块,
Module (for export),模块（用于导出）,
Module Def,模块定义,
Module HTML,模块HTML,
Module Name,模块名称,
Module Onboarding,模块初始化,
Module Profile,模块集合,
Module Profile Name,模块配置名称,
Module onboarding progress reset,模块入门进度已重置,
Module to Export,模块导出,
Module {} not found,未找到模块{},
Modules,模块,
Modules HTML,模块HTML,
Monday,星期一,
Monospace,等宽字体,
Month,月份,
Monthly,每月,
Monthly Long,完整月份,
Monthly Rank,月度排名,
More,更多,
More Info,更多信息,
More Information,更多信息,
More Options,更多选项,
More articles on {0},更多的文章{0},
More content for the bottom of the page.,页面底部的其他内容,
Most Used,最常用,
Most probably your password is too long.,很可能是密码过长导致,
Move,移动,
Move To,移到,
Move To Trash,移到废纸篓,
Move current and all subsequent sections to a new tab,移动当前及以下段到新页签,
Move cursor to above row,移动光标至上一行,
Move cursor to below row,移动光标至下一行,
Move cursor to next column,移动光标至下一列,
Move cursor to previous column,移动光标至上一列,
Move sections to new tab,移动段到新页签,
Move the current field and the following fields to a new column,移动当前及以下字段到新栏,
Move to Row Number,移至行号,
Move to next step when clicked inside highlighted area.,点击高亮区域后移至下一步,
Mozilla doesn't support :has() so you can pass parent selector here as workaround,Mozilla不支持:has()，此处可传递父选择器作为替代方案,
Mr,先生,r
Mrs,女士,
Ms,女士,s
Multiple root nodes not allowed.,不允许多个根节点。,
Must be a publicly accessible Google Sheets URL,必须为可公开访问的Google表格URL,
"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))",必须用'()'括起并包含'{0}'（用户/登录名的占位符），例如：(&(objectclass=user)(uid={0})),
"Must be of type ""Attach Image""",必须为“附加图片”类型,
Must have report permission to access this report.,必须有报表权限才能访问此报表。,
Must specify a Query to run,必须指定要运行的查询,
Mute Sounds,静音,
Mx,Mx,x
My Account,我的账户,
My Device,我的设备,
My Filter,我的筛选器,
MyISAM,MyISAM,
N/A,不适用,Number not available
NEVER,从不,
"NOTE: If you add states or transitions in the table, it will be reflected in the Workflow Builder but you will have to position them manually. Also Workflow Builder is currently in <b>BETA</b>.",说明：通过以下子表添加的状态和转换规则也会体现在工作流设计器图形界面中，但需手工调整位置。工作流设计器目前尚在<b>试用阶段</b>,
NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,注意：此配置即将弃用，请使用新版设置重新配置LDAP,
Name,名称,
Name (Doc Name),名称（文档名）,
"Name already taken, please set a new name",名称已被占用，请设置新名称,
Name cannot contain special characters like {0},名称不能包含特殊字符，如{0},
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,此字段链接到的单据类型，例如客户,
Name of the new Print Format,新打印格式的名称,
Name of {0} cannot be {1},{0}的名称不能为{1},
Names and surnames by themselves are easy to guess.,自己名字和姓氏很容易被猜到。,
Naming,命名规则,
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","命名选项：
<ol><li><b>字段：[字段名称]</b> - 按字段</li><li><b>自动增量</b> - 使用数据库的自动增量功能</li><li><b>naming_series：</b> - 按命名系列（名为 naming_series 的字段必须存在）</li><li><b>提示</b> - 提示用户输入名称</li><li><b>[series]</b> - 按前缀排列系列（以点分隔）；例如 PRE。#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - 将所有括号内的单词（字段名称、日期单词（DD、MM、YY）、系列）替换为其值。括号外可使用任何字符。</li></ol>",
Naming Rule,命名规则,
Naming Series,命名规则,
Naming Series mandatory,单据编号模板是必填字段,
Navbar,导航栏,
Navbar Item,导航项,
Navbar Settings,导航栏设置,
Navbar Template,导航栏模板,
Navbar Template Values,导航栏模板值,
Navigate to main content,跳转到主要内容,
Navigation Buttons,导航按钮,
Navigation Settings,导航设置,
Need Help?,需要帮助？,
Need Workspace Manager role to edit private workspace of other users,需具备工作区管理员角色才能编辑其他用户的私有工作区,
Negative Value,负值,
Nested filters must be provided as a list or tuple.,嵌套筛选器必须作为列表或元组提供。,
Nested set error. Please contact the Administrator.,嵌套错误。请联系管理员。,
Network Printer Settings,网络打印机设置,
Never,从不,
New,新建,
New Activity,新活动,
New Address,新地址,
New Chart,统计图表,
New Contact,新联系人,
New Custom Block,新建自定义块,
New Custom Print Format,新自定义打印格式,
New Document Form,新建文档表单,
New Document Shared {0},新文档已共享{0},
New Email,发邮件,
New Email Account,新电子邮箱帐号,
New Event,新事件,
New Folder,新建文件夹,
New Kanban Board,新看板,
New Links,新建链接,
New Mention on {0},{0}的新@提及,
New Message from Website Contact Page,从网站的联系页面新消息,
New Name,新名称,
New Notification,新通知,
New Number Card,数字卡,
New Onboarding,新建入门指引,
New Password,新密码,
New Print Format Name,新的打印格式名称,
New Quick List,新建快速列表,
New Report name,新的报表名称,
New Role,新建角色,
New Shortcut,新建 快速访问,
New Users (Last 30 days),新用户（最近30天）,
New Value,新值,
New Workflow Name,新工作流名称,
New Workspace,新建工作区,
"New line separated list of allowed public client URLs (eg <code>https://frappe.io</code>), or <code>*</code> to accept all.
<br>
Public clients are restricted by default.","以换行符分隔的允许公共客户端URL列表（例如<code>https://frappe.io</code>），或使用<code>*</code>接受所有来源。
<br>
默认情况下公共客户端受到限制。",
New line separated list of scope values.,以换行符分隔的作用域值列表。,
"New lines separated list of strings representing ways to contact people responsible for this client, typically email addresses.",以换行符分隔的字符串列表，表示联系此客户端负责人的方式，通常为邮件地址。,
New password cannot be same as old password,新密码不能与旧密码相同,
New updates are available,有新的更新,
New users will have to be manually registered by system managers.,新用户需由系统管理员手动注册,
New value to be set,待设置的新值,
New {0},新建 {0},
New {0} Created,已创建新{0},
New {0} {1} added to Dashboard {2},新{0}{1}已添加到仪表盘{2},
New {0} {1} created,已创建新{0}{1},
New {0}: {1},新{0}：{1},
New {} releases for the following apps are available,以下应用程序有新版本{}了,
Newly created user {0} has no roles enabled.,新创建的用户 {0} 未启用任何角色,
Newsletter Manager,简讯经理,
Next,下一个,
Next 14 Days,未来 14 天,
Next 30 Days,未来30天,
Next 6 Months,未来6个月,
Next 7 Days,未来 7 天,
Next Action Email Template,下一步操作邮件模板,
Next Actions,下一步操作,
Next Actions HTML,下一步操作HTML,
Next Document,下一文档,
Next Execution,下次执行,
Next Form Tour,下一表单导览,
Next Month,下月,
Next Quarter,下季度,
Next Schedule Date,下次计划日期,
Next Scheduled Date,计划执行日期,
Next State,下一状态,
Next Step Condition,下一步条件,
Next Sync Token,下次同步令牌,
Next Week,下周,
Next Year,明年,
Next actions,审批动作,
Next on Click,点击后下一步,
No,否,
No Active Sessions,没有活动会话,
No Copy,无副本,
No Data,无数据,
No Data...,无数据,
No Email Account,没有电子邮箱帐号,
No Email Accounts Assigned,未分派电子邮箱帐号,
No Email field found in {0},在{0}中未找到邮件字段,
No Emails,没有电子邮件,
No Entry for the User {0} found within LDAP!,LDAP中未找到用户{0}的条目！,
No Filters Set,未设置过滤器,
No Google Calendar Event to sync.,无Google日历事件需同步,
No IMAP folders were found on the server. Please verify the email account settings and ensure the mailbox contains folders.,在服务器上未找到 IMAP 文件夹。请验证邮箱账户设置并确保邮箱包含文件夹。,
No Images,无图像,
No LDAP User found for email: {0},未找到邮箱为{0}的LDAP用户,
No Label,无标签,
No Letterhead,无信头,
No Name Specified for {0},{0}未指定名称,
No New notifications,暂无新通知,
No Permissions Specified,未指定权限,
No Permissions set for this criteria.,没有符合条件的权限。,
No Permitted Charts,无可用图表,
No Permitted Charts on this Dashboard,该仪表盘无可用图表,
No Preview,无预览,
No Preview Available,预览不可用,
No Printer is Available.,没有可用打印机。,
No RQ Workers connected. Try restarting the bench.,无RQ工作进程连接，请尝试重启服务,
No Results,没有结果,
No Results found,无数据,
No Roles Specified,未分派角色,
No Select Field Found,无生成看板列所需的单选字段,
No Suggestions,无建议,
No Tags,无标签,
No Upcoming Events,无未处理事项,
No activities to show,暂无活动,
No address added yet.,未添加地址。,
No alerts for today,今天无预警通知,
No attachment found for the prepared report,未找到已准备报表的附件,
No automatic optimization suggestions available.,暂无自动优化建议,
No changes in document,未做任何修改,
No changes made,未作更改,
No changes made because old and new name are the same.,新旧名称相同，未作更改,
No changes to sync,无变更需同步,
No changes to update,无变更需更新,
No comments yet.,暂无评论.,
No contacts added yet.,未添加联系人。,
No contacts linked to document,文档未关联联系人,
No currency fields in {0},{0} 中没有币种字段,
No data to export,没有要导出的数据,
No data to perform this action,没有数据可执行此操作,
No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,未找到默认地址模板，请通过 设置 > 打印与品牌 > 地址模板 创建,
No documents found tagged with {0},未找到标记为{0}的文档,
No email account associated with the User. Please add an account under User > Email Inbox.,此用户未关联邮箱帐号，请在用户收件箱中设置邮箱,
No email addresses to invite,无邮件地址可邀请,
No failed logs,无失败日志,
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".",找不到可用作看板列的字段。使用“定制表单”添加“选择”类型的自定义字段。,
No file attached,文件未添加,
No filters found,无过滤条件,
No filters selected,未选择过滤条件,
No further records,没有下一个记录了,
No matching entries in the current results,当前结果中没有匹配条目,
No matching records. Search something new,没有符合条件的记录。搜索新的东西,
No more items to display,没有更多要显示的条目,
"No need for symbols, digits, or uppercase letters.",无需符号，数字和大写字母。,
No new Google Contacts synced.,没有新的Google通讯录同步。,
No of Columns,列编号,
No of Requested SMS,请求短信数量,
No of Rows (Max 500),行数（最大500）,
No of Sent SMS,发送短信数量,
No permission for {0},无权限操作{0},
No permission to read {0},没有读取{0}的权限,
No permission to {0} {1} {2},无权{0} {1} {2},
No records deleted,没有记录被删除,
No records present in {0},{0}中没有记录,
No records tagged.,没有记录被标记。,
No records will be exported,没有满足条件的记录,
No rows,无行数据,
No rows selected,未选择行,
No subject,无主题,
No template found at path: {0},从{0}路径中找不到模板,
No user has the role <strong>{0}</strong>,没有用户具有角色 <strong>{0}</strong>,
No values to show,没有要显示的值,
No {0},无{0},
No {0} found,没有找到{0},
No {0} found with matching filters. Clear filters to see all {0}.,"未找到匹配当前筛选条件的{0},请清除筛选条件后查看全部{0}",
No {0} mail,没有{0}邮件,
No.,编号,Title of the 'row number' column
Nomatim,Nomatim（地理编码服务）,
Non Negative,非负,
Non-Conforming,不符合,
None,无,
None: End of Workflow,无：工作流结束,
Normalized Copies,标准化副本,
Normalized Query,标准化查询,
Not Allowed,不允许,
Not Ancestors Of,不是祖先,
Not Descendants Of,不是后代,
Not Equals,不等于,
Not Found,未找到,
Not Helpful,无帮助,
Not In,不包括,
Not Like,不含关键字,
Not Linked to any record,未链接到任何记录,
Not Nullable,不可为空,
Not Permitted,没有权限,
Not Permitted to read {0},无权限读取{0},
Not Published,未发布,
Not Saved,尚未保存,
Not Seen,未阅,
Not Sent,未发送,
Not Set,空值,Field value is not set
Not a valid Comma Separated Value (CSV File),不是一个有效的CSV文件,
Not a valid User Image.,非有效用户图像。,
Not a valid Workflow Action,不是有效的工作流操作,
Not active,非活动,
Not allowed for {0}: {1},不允许{0}：{1},
"Not allowed to attach {0} document, please enable Allow Print For {0} in Print Settings",不允许附加{0}文档，请在打印设置中启用“允许打印{0}”,
Not allowed to create custom Virtual DocType.,不允许创建自定义虚拟文档类型。,
Not allowed to print cancelled documents,不允许打印已取消的单据,
Not allowed to print draft documents,不允许打印草稿状态单据,
Not allowed via controller permission check,自定义代码权限检查has_permission不通过,
Not found,未找到,
Not in Developer Mode,未在开发模式下,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,未开启开发模式！请在site_config.json中设置或创建一个自定义单据类型,
Not permitted,没有权限,
Not permitted to view {0},没有权限查看{0},
Not permitted. {0}.,无权限。{0}。,
Note,备注,
Note Seen By,看过笔记的人,
Note:,备注：,
Note: Changing the Page Name will break previous URL to this page.,注意：更改页面名称将会破坏此页面的上一个URL。,
Note: Etc timezones have their signs reversed.,注：Etc时区符号取反。,
"Note: For best results,  images must be of the same size and width must be greater than height.",注意：最佳效果要求图像尺寸相同且宽度大于高度,
Note: Multiple sessions will be allowed in case of mobile device,注意：移动设备允许多会话,
Note: This will be shared with user.,此登录行为将通知对应用户,
Note: Your request for account deletion will be fulfilled within {0} hours.,注：您的账户删除请求将在{0}小时内处理。,
Notes:,注意事项：,
Nothing New,无新消息,
Nothing left to redo,无内容可重做,
Nothing left to undo,无内容可撤销,
Nothing to show,无数据,
Nothing to update,无需更新,
Notification,通知,
Notification Log,通知日志,
Notification Recipient,通知收件人,
Notification Settings,通知设置,
Notification Subscribed Document,订阅通知的文档,
Notification sent to,通知已发送至,
Notification: customer {0} has no Mobile number set,通知：客户{0}未设置手机号码,
Notification: document {0} has no {1} number set (field: {2}),通知：文档{0}未设置{1}号码（字段：{2}）,
Notification: user {0} has no Mobile number set,通知：用户{0}未设置手机号码,
Notifications,通知,
Notifications Disabled,通知已禁用,
Notifications and bulk mails will be sent from this outgoing server.,通知和批量邮件将通过此发件服务器发送,
Notify Users On Every Login,每次登录时通知用户,
Notify by Email,邮件通知,
Notify by email,通过邮件通知,
Notify if unreplied,未回复时通知,
Notify if unreplied for (in mins),未回复时间（分钟）,
Notify users with a popup when they log in,用户登录时显示弹窗通知,
Now,现在,
Number,数值,
Number Card,数字卡,
Number Card Link,数字卡链接,
Number Card Name,数字卡片名称,
Number Cards,数字卡片集,
Number Format,数字格式,
Number of Backups,备份数量,
Number of Groups,组数量,
Number of Queries,查询次数,
"Number of attachment fields are more than {}, limit updated to {}.",附件字段数超过{}，限制已更新为{}。,
Number of backups must be greater than zero.,备份数量必须大于零。,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),网格字段列数（总列数应小于11）,
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),列表视图或网格字段列数（总列数应小于11）,
Number of days after which the document Web View link shared on email will be expired,邮件中共享的文档网页视图链接过期天数,
Number of keys,密钥数量,
Number of onsite backups,本地备份数量,
OAuth,OAuth,
OAuth Authorization Code,OAuth的授权码,
OAuth Bearer Token,OAuth的承载令牌,
OAuth Client,OAuth客户端,
OAuth Client ID,OAuth客户端ID,
OAuth Client Role,OAuth客户端角色,
OAuth Error,OAuth错误,
OAuth Provider Settings,OAuth的提供商设置,
OAuth Scope,OAuth权限范围,
OAuth Settings,OAuth设置,
"OAuth has been enabled but not authorised. Please use ""Authorise API Access"" button to do the same.","OAuth 已启用但未授权。请使用""Authorise API Access""按钮进行同样操作。",
OPTIONS,选项,
OR,或,
OTP App,OTP应用,
OTP Issuer Name,OTP发行方名称,
OTP SMS Template,OTP 短信模板,
OTP SMS Template must contain <code>{0}</code> placeholder to insert the OTP.,OTP 短信模板必须包含 <code>{0}</code> 占位符以插入 OTP。,
OTP Secret Reset - {0},OTP密钥重置 - {0},
OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret已被重置。下次登录时需要重新注册。,
OTP placeholder should be defined as <code>{{ otp }}</code> ,OTP 占位符应定义为 <code>{{ otp }}</code>,
OTP setup using OTP App was not completed. Please contact Administrator.,使用OTP应用的OTP设置未完成。请联系管理员。,
Occurrences,发生次数,
Off,关闭,
Office,办公室,
Office 365,Office 365,
Official Documentation,官方文档,
Offset X,X轴偏移,
Offset Y,Y轴偏移,
Offset must be a non-negative integer,偏移量必须为非负整数,
Old Password,旧密码,
Old and new fieldnames are same.,新旧字段名相同。,
Older backups will be automatically deleted,旧备份将自动删除,
Oldest Unscheduled Job,最早未计划任务,
On Hold,暂停,
On Payment Authorization,支付授权时,
On Payment Charge Processed,支付扣款处理完成时,
On Payment Failed,支付失败时,
On Payment Mandate Acquisition Processed,支付授权获取处理完成时,
On Payment Mandate Charge Processed,支付授权扣款处理完成时,
On Payment Paid,支付完成时,
"On checking this option, URL will be treated like a jinja template string",勾选此项后，URL将被视为jinja模板字符串,
On or After,在或之后,
On or Before,在或之前,
"On {0}, {1} wrote:",{0}，{1}写道：,
Onboard,入职,
Onboarding Name,使用向导名,
Onboarding Permission,初始化权限,
Onboarding Status,入职状态,
Onboarding Step,初始化步骤,
Onboarding Step Map,初始化步骤对照表,
Onboarding complete,入职完成,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",一旦提交后无法再修改。只能先取消再点修订按钮，生成新版本后修改。,
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).",设置此选项，用户将只能访问包含了此链接的单据（如博客文章） 。,
One Last Step,最后一步,
One Time Password (OTP) Registration Code from {},来自{}的一次性密码（OTP）注册码,
One of,之一,
Only 200 inserts allowed in one request,只有200将允许一个请求,
Only Administrator can delete Email Queue,只有管理员可以删除邮件队列,
Only Administrator can edit,只有管理员可以编辑,
Only Administrator can save a standard report. Please rename and save.,只有管理员可以保存标准报表。请修改为新报表名后保存。,
Only Administrator is allowed to use Recorder,只允许管理员使用记录器,
Only Allow Edit For,仅允许编辑,
Only Custom Modules can be renamed.,只有自定义模块可以重命名。,
Only Options allowed for Data field are:,数据字段仅允许以下选项：,
Only Send Records Updated in Last X Hours,仅发送最近X小时更新的记录,
Only System Managers can make this file public.,只有系统管理员可以将此文件设为公开。,
Only Workspace Manager can edit public workspaces,仅工作区管理员可编辑公共工作区,
Only allow System Managers to upload public files,仅允许系统管理员上传公共文件,
Only allowed to export customizations in developer mode,仅开发者模式下允许导出自定义项,
Only draft documents can be discarded,仅草稿文档可丢弃,
Only for,仅适用于,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,新记录中只有必填字段是必须的。可以删除非必填字段。,
Only one {0} can be set as primary.,仅可设置一个{0}为主项。,
Only reports of type Report Builder can be deleted,仅报表生成器类型的报告可删除,
Only reports of type Report Builder can be edited,仅报表生成器类型的报告可编辑,
Only standard DocTypes are allowed to be customized from Customize Form.,只允许从“定制表单”定制标准DocType。,
Only the Administrator can delete a standard DocType.,仅管理员可删除标准文档类型。,
Only the assignee can complete this to-do.,仅被分配者可完成此待办事项。,
Only {0} emailed reports are allowed per user.,每位用户仅允许通过邮件发送{0}份报告。,
Oops! Something went wrong.,糟糕！出错了。,
Open,进行中,
Open Awesomebar,打开Awesomebar,
Open Communication,打开沟通记录,
Open Document,打开文档,
Open Documents,打开文档,
Open Help,打开帮助,
Open Link,打开链接,
Open Reference Document,打开参考文档,
Open Settings,打开设置,
Open Source Applications for the Web,开源为Web应用程序,
Open Translation,打开翻译,
Open URL in a New Tab,在新标签页打开URL,
Open a dialog with mandatory fields to create a new record quickly. There must be at least one mandatory field to show in dialog.,打开含必填字段的对话框快速创建记录。对话框中需至少显示一个必填字段。,
Open a module or tool,打开一个模块或工具,
Open console,打开控制台,
Open in a new tab,在新标签页打开,
Open in new tab,在新标签页中打开,
Open reference document,打开引用文档,
Open your authentication app on your mobile phone.,在手机上打开授权认证应用程序。,
Open {0},打开 {0},
OpenID Configuration,OpenID配置,
OpenID Configuration fetched successfully!,OpenID配置获取成功！,
OpenLDAP,OpenLDAP,
Opened,已打开,
Operation,工序,
Operator must be one of {0},运算符必须是{0},
Operator {0} requires exactly 2 arguments (left and right operands),运算符 {0} 恰好需要 2 个参数（左操作数和右操作数）,
Optimize,优化,
Optimizing image...,正在优化图像...,
Option 1,选项1,
Option 2,选项2,
Option 3,选项3,
Option {0} for field {1} is not a child table,为字段{1}设置的选项{0}未被定义为是子表,
Optional: Always send to these ids. Each Email Address on a new row,可选：始终发送至这些ID。每行输入一个电子邮箱地址,
Optional: The alert will be sent if this expression is true,可选：当表达式为真时发送警报,
Options,选项,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',选择“动态链接”类型的字段都必须指向另一个选项为'DocType“的链接字段,
Options Help,选项说明,
Options for Rating field can range from 3 to 10,评分字段选项范围3至10,
Options for select. Each option on a new line.,选择项。每行一个选项。,
Options for {0} must be set before setting the default value.,设置默认值前必须先设置{0}的选项。,
Options is required for field {0} of type {1},{1}类型字段{0}必须设置选项,
Options not set for link field {0},链接字段未设置选项{0},
Orange,橙色,
Order,排序,
Order By must be a string,排序依据必须为字符串,
Org History,组织沿革,
Org History Heading,组织沿革标题,
Orientation,方向,
Original,原始,
Original Value,原值,
Other,其他,
Outgoing,支出,
Outgoing (SMTP) Settings,发信(SMTP)设置,
Outgoing Emails (Last 7 days),出站邮件（最近7天）,
Outgoing Server,发件服务器,
Outgoing Settings,发信设置,
Outgoing email account not correct,发件人邮箱帐号不正确,
Outlook.com,Outlook.com,
Output,输出,
Overview,概况,
PATCH,补丁,
PDF,PDF,
PDF Generation in Progress,PDF文件生成中,
PDF Generator,PDF生成器,
PDF Page Height (in mm),PDF页面高度（毫米）,
PDF Page Size,PDF页面尺寸,
PDF Page Width (in mm),PDF页面宽度（毫米）,
PDF Settings,PDF设置,
PDF generation failed,PDF生成失败,
PDF generation failed because of broken image links,PDF生成，因为破碎的图像链接失败,
PDF generation may not work as expected.,PDF生成可能无法按预期工作。,
"PDF printing via ""Raw Print"" is not supported.","不支持通过 ""原始打印 ""进行 PDF 打印。",
PID,进程ID,
POP3 OAuth authentication failed for Email Account {0},邮箱账户 {0} 的 POP3 OAuth 认证失败,
POST,POST,
PUT,PUT,
Package,包,
Package Import,包导入,
Package Name,软件包名称,
Package Release,包发布,
Page,页面,
Page Break,分页,
Page Builder,页面构建器,
Page Building Blocks,页面构建块,
Page HTML,页面HTML,
Page Height (in mm),页高(毫米),
Page Margins,页面边距,
Page Name,页面名称,
Page Number,页码,
Page Route,页面路由,
Page Settings,页面设置,
Page Shortcuts,页面快速访问,
Page Size,纸张大小,
Page Title,页面标题,
Page Width (in mm),页宽(毫米),
Page has expired!,页已过期！,
Page height and width cannot be zero,页面高度和宽度不能为零,
Page not found,找不到网页,
"Page to show on the website
","在网站上显示的页面
",
Page {0} of {1},第 {0} 页，共 {1} 页,
Parameter,参数,
Parent,父,
Parent DocType,父文档类型,
Parent Document Type,父文档类型,
Parent Document Type is required to create a number card,创建数字卡片需要父文档类型,
Parent Element Selector,父元素选择器,
Parent Field,父字段,
Parent Field (Tree),父字段(树),
Parent Field must be a valid fieldname,父字段必须是有效字段名,
Parent Icon,父级图标,
Parent Label,父标签,
Parent Missing,父项缺失,
Parent Page,父页面,
Parent Table,父表,
Parent document type is required to create a dashboard chart,创建仪表板图表需要父文档类型,
Parent is the name of the document to which the data will get added to.,Parent是将数据添加到的单据的名称。,
Parent-to-child or child-to-different-child grouping is not allowed.,不允许父子层级或子级到不同子级的分组方式。,
Parentfield not specified in {0}: {1},{0}中未指定父字段：{1},
"Parenttype, Parent and Parentfield are required to insert a child record",插入子记录需要父类型、父项和父字段,
Partial,部分,
Partial Success,部分成功,
Partially Sent,部分发送,
Participants,参与者,
Pass,通过,
Passive,被动,
Password,密码,
Password Reset,密码重置,
Password Reset Link Generation Limit,密码重置链接生成限制,
Password cannot be filtered,密码不可被过滤,
Password changed successfully.,密码修改成功,
Password for Base DN,基础DN密码,
Password is required or select Awaiting Password,需要密码，或者选择等待密码,
Password is valid. 👍,密码有效。👍,
Password missing in Email Account,邮箱账户缺少密码,
Password not found for {0} {1} {2},未找到{0} {1} {2}的密码,
Password requirements not met,未满足密码要求,
Password set,密码已设置,
Password size exceeded the maximum allowed size,密码长度超过允许最大值,
Password size exceeded the maximum allowed size.,密码长度超过允许最大值,
Passwords do not match,密码不匹配,
Passwords do not match!,密码不匹配！,
Paste,粘贴,
Patch,补丁,
Patch Log,补丁日志,
Patch type {} not found in patches.txt,未在patches.txt中找到{}类型的补丁,
Path,网址路径,
Path to CA Certs File,CA证书文件路径,
Path to Server Certificate,服务器证书路径,
Path to private Key File,私钥文件路径,
Path {0} is not within module {1},路径 {0} 不在模块 {1} 内,
Path {0} it not a valid path,{0}不是有效路径,
Payload Count,有效载荷计数,
Peak Memory Usage,峰值内存使用,
Pending,进行中,
Pending Approval,待审批,
Pending Emails,待处理邮件,
Pending Jobs,待处理作业,
Pending Verification,待验证,
Percent,百分比,
Percentage,百分比,
Period,期间,
Perm Level,权限级别,
Permanent,永久,
Permanently Cancel {0}?,取消{0} ？,
Permanently Discard {0}?,永久丢弃{0}？,
Permanently Submit {0}?,正式提交{0}?,
Permanently delete {0}?,永久删除{0} ？,
Permission,权限,
Permission Error,权限错误,
Permission Inspector,权限调试工具,
Permission Level,权限级别,
Permission Levels,权限级别,
Permission Log,权限日志,
Permission Query,权限查询,
Permission Rules,权限规则,
Permission Type,权限类型,
Permission Type '{0}' is reserved. Please choose another name.,权限类型 '{0}' 是保留的。请选择其他名称。,
Permissions,权限,
Permissions Error,权限错误,
Permissions are automatically applied to Standard Reports and searches.,权限会自动应用于标准报表和搜索。,
